,bin_leftedge,count
0,17,18.88730385353824
1,18,27.951121162874962
2,19,26.27272341572798
3,20,31.504323959820756
4,21,33.516889146876245
5,22,39.599239838314226
6,23,51.82316605921778
7,24,40.00872290236205
8,25,46.41689628624978
9,26,42.080612243967586
10,27,43.46460382761181
11,28,54.355931690833295
12,29,45.44157082259756
13,30,45.077807860933774
14,31,37.9151470817607
15,32,31.59109588092841
16,33,62.27819165489689
17,34,56.17350879214429
18,35,36.46914302946688
19,36,36.189359209504985
20,37,35.30596759414263
21,38,34.061482841857924
22,39,34.64565330735815
23,40,37.08237132607426
24,41,41.134873121226136
25,42,38.16736793011375
26,43,34.79392715532282
27,44,47.21079930610501
28,45,32.67275912737647
29,46,42.14031484072116
30,47,40.57914192362723
31,48,19.128981755129672
32,49,22.878305273490305
33,50,29.265381214642744
34,51,25.57368768101931
35,52,14.653735786873549
36,53,28.986943583208056
37,54,18.14416790239095
38,55,20.33807601347139
39,56,18.794662660683944
40,57,21.7169956262018
41,58,20.021816701372504
42,59,10.052675463573072
43,60,13.767915702044114
44,61,14.698937891584906
45,62,7.797482904333648
46,63,9.362397569508724
47,64,2.837989518565876
48,65,3.319843789750408
49,66,9.522019481483413
50,67,4.728386561132646
51,68,3.014410252377714
52,69,2.5302689377766034
53,70,3.4624225433821065
54,71,1.0906238866600095
55,72,1.7863840718483874
56,73,2.3639014096483746
57,74,4.69052663940055
58,75,2.4743151419374154
59,76,1.4918136592278095
60,77,0.745956385608214
61,78,-0.43487717845535306
62,79,0.4695649214828362
63,80,0.42695484267569256
64,81,-0.1915880914307487
65,82,-1.0636377500967191
66,83,0.2987232256254558
67,84,1.8016072682256041
68,85,-0.8985614529433473
69,86,0.05640844290932933
70,87,-0.3529095924911515
71,88,-0.1358911571674583
