,bin_leftedge,count
0,17,189.68672975043222
1,18,246.4284934250666
2,19,321.26689305413043
3,20,343.3476607912897
4,21,344.50037160460636
5,22,366.3041420118689
6,23,423.9929394458709
7,24,424.65677618825566
8,25,461.042187392872
9,26,418.3888004824327
10,27,459.6299341390848
11,28,469.90606070860207
12,29,456.0874439942361
13,30,506.9768925718354
14,31,528.8328156595835
15,32,510.41741717752365
16,33,526.8979458643912
17,34,541.2181443124714
18,35,540.5444755032308
19,36,545.0333992533473
20,37,567.7665068748505
21,38,532.0612904589586
22,39,496.89088922865517
23,40,467.56921522482406
24,41,510.6630649248008
25,42,488.77690585165476
26,43,483.5005274609259
27,44,452.5564765249435
28,45,444.36962652657394
29,46,440.7897765539075
30,47,437.16054889802206
31,48,339.13231861119255
32,49,369.8687881553657
33,50,405.68260960402563
34,51,384.8947510629769
35,52,314.58852437250266
36,53,283.41180904942803
37,54,278.00875641661935
38,55,249.65607137146145
39,56,233.30657110560568
40,57,226.86473418953116
41,58,231.02951307381133
42,59,245.1496489663065
43,60,209.93434622128214
44,61,196.3834053174967
45,62,155.93778552065305
46,63,148.98841014459953
47,64,129.90779572436472
48,65,111.49913027129952
49,66,91.6703125322049
50,67,90.52515040327607
51,68,73.804587368263
52,69,71.68270528201957
53,70,54.49128668883877
54,71,37.24516638300176
55,72,34.463720343936934
56,73,39.05504788470012
57,74,26.257165540725772
58,75,26.82731982406641
59,76,31.100278846639373
60,77,17.013882293648777
61,78,14.100154141388117
62,79,17.312911175440874
63,80,15.884110404243893
64,81,12.055666752972188
65,82,9.14105892372962
66,83,5.806015495234923
67,84,10.767557608334666
68,85,-2.7489310189392056
69,86,-1.0099268575780669
70,87,1.9176104034790424
71,88,2.046366860621602
