,bin_leftedge,count
0,17,17.37564553297077
1,18,17.95131476669078
2,19,30.070936965297413
3,20,34.21201455973554
4,21,30.56378334111137
5,22,39.087440916826615
6,23,35.09493069784753
7,24,45.672468841809696
8,25,44.95872624522474
9,26,43.053425427703
10,27,40.64142783069146
11,28,47.4211544436057
12,29,36.84544874653596
13,30,40.794442029484415
14,31,45.75870305142445
15,32,46.83369405001985
16,33,43.89572704159839
17,34,37.423878421205075
18,35,44.78530400950701
19,36,51.06270483520333
20,37,44.1545954136061
21,38,49.319347352752295
22,39,47.15881409507825
23,40,36.32803094929541
24,41,46.720938543376
25,42,41.83170711309061
26,43,44.135042462694905
27,44,33.36868990244976
28,45,40.26148416006743
29,46,24.38635561659105
30,47,40.79322672641377
31,48,24.24376508978657
32,49,25.741974853075096
33,50,26.033735936617287
34,51,28.408842244471995
35,52,21.248083963128487
36,53,21.740864638161177
37,54,12.578815677468514
38,55,17.169309316821188
39,56,18.390912017528205
40,57,10.442701662064236
41,58,11.158043751630451
42,59,14.344965332769867
43,60,10.146039607632202
44,61,13.49738840899552
45,62,16.566122644796707
46,63,3.2926846799180742
47,64,1.7960036738884817
48,65,5.771851879515804
49,66,12.011501397921693
50,67,7.790508334849216
51,68,4.260654823837616
52,69,3.400684427746836
53,70,0.7195501975150702
54,71,4.096662831990185
55,72,1.4504129549198077
56,73,0.416037805383615
57,74,2.9614593078867326
58,75,3.0689980756881434
59,76,-0.2283146002138401
60,77,1.9405960250991448
61,78,1.0713482108046861
62,79,-0.7522498572237695
63,80,0.4641693808370659
64,81,1.185266348783791
65,82,0.7601092494608579
66,83,1.3531426372995505
67,84,-1.0216352353218003
68,85,1.8027674524808193
69,86,-0.8675193903116896
70,87,0.30517640907202814
71,88,3.324499755835712
