,bin_leftedge,count
0,17,2.3897996202082314
1,18,0.7259703238416697
2,19,1.0541285241976126
3,20,6.103626721258271
4,21,2.1000315887103693
5,22,0.9642457337083408
6,23,4.802163094940051
7,24,4.590251560835687
8,25,7.450490272257818
9,26,9.317206109963966
10,27,6.12082898954308
11,28,16.03275105539883
12,29,5.489693684982411
13,30,6.642019044981282
14,31,8.047763418178597
15,32,6.7193016990910905
16,33,6.644802116253097
17,34,-0.011318821279576063
18,35,1.292389852048954
19,36,6.618417127222227
20,37,3.0947080261905824
21,38,1.8410520140369013
22,39,0.0020531558190498567
23,40,7.031179764108307
24,41,4.080428203139668
25,42,3.943151728392975
26,43,6.970116277029774
27,44,6.4384821867081286
28,45,2.8595215126730777
29,46,1.6285592387328047
30,47,3.5313019940141324
31,48,0.03734910732274751
32,49,0.11420144929740106
33,50,2.9437077907755658
34,51,0.661355385143062
35,52,5.6857725266583365
36,53,3.0327118532803032
37,54,-0.6966748820310122
38,55,0.9794429532352767
39,56,-0.9294845352571677
40,57,4.954518875935705
41,58,1.4097252270519827
42,59,-1.508603907633757
43,60,1.5675762082893105
44,61,0.15168951877950793
45,62,-0.13894359103756454
46,63,6.122209644040457
47,64,0.6171633780138205
48,65,3.141691930697388
49,66,0.9791949618874767
50,67,8.954696111258853
51,68,-0.0056210205797516
52,69,-0.4210340113449893
53,70,-1.6180229276001574
54,71,0.0352324077302047
55,72,-0.6121135155067023
56,73,-0.09401815168084202
57,74,-0.37748562247114553
58,75,-0.3826247504060018
