,bin_leftedge,count
0,17,1.9197366948011438
1,18,6.201502387282589
2,19,11.573783940094435
3,20,15.069958367789976
4,21,7.451162018849272
5,22,13.668540003378029
6,23,9.582709839729812
7,24,15.727280542464632
8,25,13.228766227431818
9,26,10.677148993212146
10,27,11.345913002002462
11,28,10.366286616179865
12,29,11.5680922093568
13,30,11.919500589837178
14,31,8.764804299939305
15,32,7.538393490728625
16,33,7.494478399602509
17,34,6.846870118748698
18,35,8.126002951930655
19,36,13.850361746060482
20,37,8.09973678817615
21,38,5.285480967606511
22,39,13.248068819461787
23,40,5.397503563176552
24,41,7.590121003221492
25,42,5.7579005442838325
26,43,8.73477584982756
27,44,8.169892939424235
28,45,10.485904111288905
29,46,4.473217293955464
30,47,5.909363847515096
31,48,9.359691421277258
32,49,8.382792090337807
33,50,7.668313014978519
34,51,2.700146684265966
35,52,5.964650265882554
36,53,6.242063571528077
37,54,0.27527671796120967
38,55,3.6830082652489
39,56,-0.3454602041277819
40,57,1.1865279268919668
41,58,0.872429561662573
42,59,1.5406098867824278
43,60,1.6921188404706093
44,61,-0.16571403807511453
45,62,-0.8271371525670176
46,63,0.6321203757909064
47,64,0.5571790556407855
48,65,1.8881187177932917
49,66,1.1088401190740897
50,67,-1.6097133095744227
51,68,0.10083392768215525
52,69,-3.7624827877933633
53,70,-1.0156620367812768
54,71,2.5211670213526887
55,72,1.1053707713935266
56,73,0.2786243456263844
