,bin_leftedge,count
0,17,2.149086911890486
1,18,1.8601746463123547
2,19,4.493067469118653
3,20,-0.7181228621201048
4,21,2.0175085899440814
5,22,3.8460892107653937
6,23,5.944035713285428
7,24,2.7833736147938892
8,25,6.099935993870907
9,26,0.525663652021441
10,27,3.9255068897433443
11,28,2.8259219849198876
12,29,4.194777365576421
13,30,4.592778969352944
14,31,7.730398382338441
15,32,-0.017958849512864417
16,33,3.7620857080801304
17,34,1.1133509459347075
18,35,5.484877039369173
19,36,-0.4212087617091249
20,37,4.862134850671836
21,38,-0.8835006994224903
22,39,0.6896968211437446
23,40,4.871151941055622
24,41,1.5423664583876568
25,42,6.286586255247075
26,43,3.843441895960807
27,44,0.05575320162084263
28,45,-0.1729143989226746
29,46,3.9962401680362296
30,47,4.4864691664497744
31,48,-0.4738878938512614
32,49,2.1035990264442868
33,50,6.480744476463901
34,51,2.854799926806518
35,52,-0.050254940085912206
36,53,1.8277268724351738
37,54,3.117205194274594
38,55,3.2075611768480883
39,56,0.9299010882059693
40,57,1.3850228804330014
41,58,-0.2803775657206513
42,59,1.3626646314147584
43,60,1.4407788782391007
44,61,1.1532565781118544
45,62,1.2468728319016573
46,63,2.0953919974608852
47,64,0.4779800366134263
48,65,-0.07719452439341493
49,66,1.068936455871723
50,67,-3.484073044845661
51,68,-1.783789301743806
52,69,-0.5174953742644345
53,70,0.4116975934960388
54,71,0.1101941766983861
55,72,-2.832199011898412
56,73,-0.4920768876044162
57,74,-0.36800170397407606
58,75,-0.7211518959126263
59,76,0.3408659354906262
60,77,-0.7201796381035993
61,78,-1.0728309074929177
