,bin_leftedge,count
0,18,2.0371394974818706
1,19,7.767635117927837
2,20,4.482739248493258
3,21,7.37987819883291
4,22,12.49629695742811
5,23,27.669289797562115
6,24,21.22502415083074
7,25,9.636347126826106
8,26,23.15379828493113
9,27,28.029231148243035
10,28,10.750325097442103
11,29,21.560259365358096
12,30,24.91235045017587
13,31,23.35142185487115
14,32,16.511129827463126
15,33,20.498644143151445
16,34,21.447196121306256
17,35,33.7271643918283
18,36,17.468719056660085
19,37,17.661216154403025
20,38,19.350936028103547
21,39,26.07794914340117
22,40,13.321311303656822
23,41,17.418519002712003
24,42,14.212716386936416
25,43,16.258350826837294
26,44,14.964222630595419
27,45,28.736980609037143
28,46,13.668100438906693
29,47,11.180618089956731
30,48,12.845925179005237
31,49,10.12952859827833
32,50,11.49466509866948
33,51,3.2464720621851604
34,52,6.730146465498587
35,53,7.457863533992891
36,54,14.298377309684861
37,55,10.299972788687848
38,56,4.7017249105207615
39,57,12.684139377173157
40,58,3.7321088965740423
41,59,3.8517560016993015
42,60,5.245016414429173
43,61,6.456244161773946
44,62,4.182266522318523
45,63,6.188562100036579
46,64,5.40546274764894
47,65,3.2379903892996333
48,66,1.0753581987011667
49,67,1.8512783624885536
50,68,-0.4059695409411199
51,69,0.6893858402069748
52,70,2.7064899215986515
53,71,-1.286194740516573
54,72,3.717696562309242
55,73,2.731011180691169
56,74,-0.12903066877555647
57,75,1.407154484728578
58,76,3.0574695093338407
59,77,-0.27998709388057136
60,78,3.1732924311666393
61,79,1.6787575733836821
62,80,0.9596594810900294
63,81,0.5096190943273348
64,82,-0.21956346898016546
65,83,2.870350039795422
66,84,5.278461032899823
67,85,0.4223001910982126
68,86,0.03411796668752049
69,87,-0.4921306478738776
70,88,3.323000975492584
